,symbol,datetime,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
2045,ARWR,1516946400000,6.12,6.35,6.11,6.29,768893,-0.16999999999999993,0.16999999999999993,0.0,66.39781466867687,4.31,6.75,74.18032786885247,-25.81967213114753,0.4944229360307997,0.43936872930322535,0.06993006993007,27620233,-1.0
2046,ARWR,1517205600000,6.17,6.325,6.06,6.24,923878,0.04999999999999982,0.0,0.04999999999999982,67.58016861027752,4.31,6.75,76.22950819672131,-23.770491803278688,0.48117516777727953,0.4477383058251469,0.10178571428571437,28544111,1.0
2047,ARWR,1517292000000,6.14,6.195,5.87,6.1,1338050,-0.03000000000000025,0.03000000000000025,0.0,65.97305805581723,4.31,6.75,74.99999999999999,-25.00000000000001,0.4630494820627442,0.45080296914910517,0.07342657342657333,27206061,-1.0
2048,ARWR,1517378400000,6.18,6.35,6.03,6.23,756343,0.040000000000000036,0.0,0.040000000000000036,67.17402421605867,4.37,6.75,76.0504201680672,-23.949579831932784,0.4464949795930835,0.44994082478899305,0.08041958041958042,27962404,1.0
2049,ARWR,1517464800000,6.15,6.275,6.08,6.15,769251,-0.02999999999999936,0.02999999999999936,0.0,65.18311200025667,5.0106,6.75,65.50534667126597,-34.49465332873403,0.42616635657097035,0.44518351890472463,-0.02225755166931631,27193153,-1.0
2050,ARWR,1517551200000,5.9,6.15,5.83,6.03,1353989,-0.25,0.25,0.0,50.72686840350384,5.3041,6.75,41.21308527560691,-58.78691472439309,0.3866455846877761,0.4334711809726279,-0.07668231611893572,25839164,-1.0
2051,ARWR,1517810400000,5.45,5.87,5.41,5.81,1316183,-0.4500000000000002,0.4500000000000002,0.0,34.729732939336785,5.37,6.75,5.797101449275368,-94.20289855072464,0.31743965617735537,0.4102573426923498,-0.13216560509554143,24522981,-1.0
2052,ARWR,1517896800000,5.71,5.73,5.14,5.36,1533470,0.2599999999999998,0.0,0.2599999999999998,46.06827515358141,5.14,6.75,35.403726708074544,-64.59627329192546,0.2792813932595841,0.3840553503796781,-0.06546644844517191,26056451,1.0
2053,ARWR,1517983200000,5.86,6.1136,5.67,5.69,1145797,0.15000000000000036,0.0,0.15000000000000036,51.65848264078259,5.14,6.75,44.72049689440997,-55.27950310559003,0.25758820057962684,0.35875666608850904,-0.06836248012718593,27202248,1.0
2054,ARWR,1518069600000,5.66,6.04,5.63,5.92,835087,-0.20000000000000018,0.20000000000000018,0.0,44.5536542705123,5.14,6.75,32.29813664596276,-67.70186335403724,0.22242707708580856,0.33148621720745514,-0.07516339869281041,26367161,-1.0
2055,ARWR,1518156000000,5.59,5.98,5.38,5.75,1244980,-0.07000000000000028,0.07000000000000028,0.0,42.20923451230794,5.14,6.59,31.034482758620697,-68.9655172413793,0.18700556134025437,0.3025862445687441,-0.09400324149108596,25122181,-1.0
2056,ARWR,1518415200000,5.31,5.65,5.3,5.42,1626986,-0.28000000000000025,0.28000000000000025,0.0,33.96131462936658,5.14,6.43,13.178294573643404,-86.8217054263566,0.13567389430996712,0.2692002243063647,-0.1351791530944626,23495195,-1.0
2057,ARWR,1518501600000,5.16,5.42,4.7704,5.2,2050504,-0.14999999999999947,0.14999999999999947,0.0,30.30132607651484,4.7704,6.38,24.204771371769375,-75.79522862823063,0.08240227800307487,0.231837456572947,-0.16504854368932032,21444691,-1.0
2058,ARWR,1518588000000,5.47,5.55,5.01,5.1,868219,0.3099999999999996,0.0,0.3099999999999996,44.55106178863961,4.7704,6.35,44.289693593314745,-55.71030640668526,0.06364443948889598,0.1981965636756047,-0.11056910569105705,22312910,1.0
2059,ARWR,1518674400000,5.83,5.9,5.41,5.51,1423524,0.3600000000000003,0.0,0.3600000000000003,56.474786011391615,4.7704,6.35,67.08027348695873,-32.91972651304126,0.07604787147113079,0.17376549508081426,-0.011864406779661052,23736434,1.0
2060,ARWR,1518760800000,5.57,5.95,5.46,5.85,1198951,-0.2599999999999998,0.2599999999999998,0.0,47.892467038644654,4.7704,6.35,50.620410230438104,-49.379589769561896,0.06474984514543625,0.15196141539212651,0.022018348623853212,22537483,-1.0
2061,ARWR,1519106400000,5.65,5.83,5.48,5.48,794469,0.08000000000000007,0.0,0.08000000000000007,50.55990250842324,4.7704,6.35,55.68498354013677,-44.31501645986323,0.06137178096006757,0.1338428571661048,-0.010507880910682998,23331952,1.0
2062,ARWR,1519192800000,5.54,5.81,5.53,5.65,741605,-0.11000000000000032,0.11000000000000032,0.0,46.76205435068029,4.7704,6.275,51.14980725774289,-48.85019274225711,0.04946746692706583,0.11696730869666387,-0.05460750853242324,22590347,-1.0
2063,ARWR,1519279200000,5.54,5.74,5.5,5.63,639730,0.0,0.0,0.0,46.76205435068029,4.7704,6.15,55.78428530008696,-44.21571469991304,0.039578650748526734,0.10148923193439041,-0.021201413427561877,22590347,0.0
2064,ARWR,1519365600000,5.8,5.808,5.35,5.61,955331,0.2599999999999998,0.0,0.2599999999999998,56.940412163085206,4.7704,6.1136,76.65276950565811,-23.347230494341886,0.05167918738068433,0.09152704529230046,0.0375670840787119,23545678,1.0
2065,ARWR,1519624800000,6.56,6.68,5.86,5.86,2535058,0.7599999999999998,0.0,0.7599999999999998,73.8212378167577,4.7704,6.68,93.71596145789694,-6.284038542103067,0.1199935973730133,0.09722043696724435,0.2354048964218456,26080736,1.0
2066,ARWR,1519711200000,6.45,6.8,6.33,6.62,2027777,-0.10999999999999943,0.10999999999999943,0.0,69.28505664149999,4.7704,6.8,82.75522270398109,-17.244777296018906,0.16351450893063735,0.11047940275054952,0.25,24052959,-1.0
2067,ARWR,1519797600000,6.48,6.64,6.38,6.53,1537546,0.03000000000000025,0.0,0.03000000000000025,69.86771977862738,4.7704,6.8,84.2333464722113,-15.766653527788701,0.19808684056730996,0.12800105036338083,0.1846435100548447,25590505,1.0
2068,ARWR,1519884000000,6.28,6.66,6.16,6.47,1592099,-0.20000000000000018,0.20000000000000018,0.0,60.9706803912187,4.7704,6.8,74.37918801734334,-25.620811982656665,0.20719984585617812,0.1438409252119554,0.07718696397941693,23998406,-1.0
2069,ARWR,1519970400000,6.66,6.665,6.12,6.13,1226923,0.3799999999999999,0.0,0.3799999999999999,69.48858542956637,4.7704,6.8,93.10208908159244,-6.897910918407554,0.2418435708384541,0.16344156892274667,0.19569120287253128,25225329,1.0
2070,ARWR,1520229600000,7.28,7.65,6.61,6.62,3762541,0.6200000000000001,0.0,0.6200000000000001,78.37394658147066,4.7704,7.65,87.15099319349909,-12.849006806500906,0.31501068343409067,0.1937555335975243,0.2884955752212388,28987870,1.0
2071,ARWR,1520316000000,7.46,7.8,7.37,7.39,2095513,0.17999999999999972,0.0,0.17999999999999972,80.2961226249922,5.01,7.8,87.8136200716846,-12.186379928315407,0.38290729025566517,0.23158602646983026,0.3465703971119134,31083383,1.0
2072,ARWR,1520402400000,7.39,7.6,7.18,7.45,1378834,-0.07000000000000028,0.07000000000000028,0.0,77.21648676176692,5.35,7.8,83.26530612244898,-16.734693877551024,0.42620226970458663,0.2705093916204603,0.3339350180505414,29704549,-1.0
2073,ARWR,1520488800000,7.34,7.51,7.2112,7.44,1141939,-0.04999999999999982,0.04999999999999982,0.0,74.85046271296267,5.35,7.8,81.22448979591837,-18.77551020408163,0.45130623363068434,0.30666884660719806,0.2655172413793103,28562610,-1.0
2074,ARWR,1520575200000,7.41,7.45,7.21,7.4,844208,0.07000000000000028,0.0,0.07000000000000028,76.03659619452168,5.35,7.8,84.08163265306123,-15.91836734693876,0.47134918477098786,0.3396049773330479,0.12957317073170738,29406818,1.0
2075,ARWR,1520830800000,7.54,7.93,7.3614,7.42,1997695,0.1299999999999999,0.0,0.1299999999999999,78.23614042745317,5.35,7.93,84.88372093023257,-15.11627906976743,0.4919460729900669,0.3700732431569332,0.1689922480620154,31404513,1.0
2076,ARWR,1520917200000,7.64,7.77,7.28,7.53,1857580,0.09999999999999964,0.0,0.09999999999999964,79.8756383188337,5.35,7.93,88.75968992248062,-11.24031007751938,0.5103768355358342,0.39813399603509636,0.17901234567901225,33262093,1.0
2077,ARWR,1521003600000,7.37,7.79,7.25,7.7,1425918,-0.2699999999999996,0.2699999999999996,0.0,64.69309448384821,5.35,7.93,78.29457364341087,-21.70542635658913,0.49762268200312043,0.41803175274436416,0.17356687898089174,31836175,-1.0
2078,ARWR,1521090000000,7.57,7.57,7.31,7.42,1302206,0.20000000000000018,0.0,0.20000000000000018,69.62740268462804,5.86,7.93,82.60869565217394,-17.391304347826065,0.49779176260807745,0.433983767233659,0.13663663663663672,33138381,1.0
2079,ARWR,1521176400000,7.53,7.58,7.27,7.45,5068300,-0.040000000000000036,0.040000000000000036,0.0,67.45200150132682,6.12,7.93,77.90055248618786,-22.09944751381213,0.4890758743698065,0.4450021955772681,0.03434065934065944,28070081,-1.0
2080,ARWR,1521435600000,7.17,7.55,7.04,7.53,1411543,-0.3600000000000003,0.3600000000000003,0.0,50.92825919896917,6.12,7.93,58.01104972375691,-41.988950276243095,0.44813010212010695,0.44562777719998303,-0.03887399463806973,26658538,-1.0
2081,ARWR,1521522000000,7.19,7.35,7.11,7.24,801961,0.020000000000000462,0.0,0.020000000000000462,51.68693041164656,6.12,7.93,59.11602209944754,-40.88397790055246,0.41252720255275044,0.43900765961100685,-0.027063599458727938,27460499,1.0
2082,ARWR,1521608400000,7.32,7.38,7.06,7.15,1001002,0.1299999999999999,0.0,0.1299999999999999,56.70691038339209,6.12,7.93,66.29834254143648,-33.70165745856351,0.3902448567047756,0.4292550958954075,-0.0027247956403269047,28461501,1.0
2083,ARWR,1521694800000,6.91,7.39,6.91,7.18,1059440,-0.41000000000000014,0.41000000000000014,0.0,41.14812176534111,6.61,7.93,22.727272727272723,-77.27272727272727,0.3357932001077293,0.4105627119318713,-0.06747638326585692,27402061,-1.0
2084,ARWR,1521781200000,6.75,7.0785,6.71,6.95,987027,-0.16000000000000014,0.16000000000000014,0.0,36.62348708102987,6.71,7.93,3.2786885245901676,-96.72131147540983,0.2765998379773542,0.3837701316300538,-0.10477453580901852,26415034,-1.0
2085,ARWR,1522040400000,6.94,7.025,6.52,6.83,1376151,0.1900000000000004,0.0,0.1900000000000004,44.92188236918745,6.52,7.93,29.787234042553244,-70.21276595744675,0.2421639041881054,0.35544888148138953,-0.09162303664921456,27791185,1.0
2086,ARWR,1522126800000,6.91,8.09,6.87,7.3,4395885,-0.03000000000000025,0.03000000000000025,0.0,43.87523403880997,6.52,8.09,24.84076433121022,-75.15923566878978,0.2100404178288331,0.3263671849225531,-0.062415196743555,23395300,-1.0
2087,ARWR,1522213200000,6.72,7.0652,6.56,6.92,1838131,-0.1900000000000004,0.1900000000000004,0.0,37.491737097055214,6.52,8.09,12.738853503184721,-87.26114649681527,0.16737718921112243,0.29456918243154645,-0.11228533685601061,21557169,-1.0
2088,ARWR,1522299600000,7.21,7.325,6.63,6.75,1564442,0.4900000000000002,0.0,0.4900000000000002,56.377670328235524,6.52,8.09,43.94904458598728,-56.050955414012726,0.1710010370567101,0.2698555512744598,-0.04249667994687922,23121611,1.0
2089,ARWR,1522645200000,6.86,7.27,6.67,7.19,1545582,-0.34999999999999964,0.34999999999999964,0.0,45.13780045699438,6.52,8.09,21.656050955414056,-78.34394904458594,0.14405741134472017,0.24469592159275616,-0.04323570432357038,21576029,-1.0
2090,ARWR,1522731600000,6.69,7.0,6.6,6.9,1218270,-0.16999999999999993,0.16999999999999993,0.0,40.601281944248775,6.52,8.09,10.828025477707056,-89.17197452229294,0.10778407784529787,0.21731355136681002,-0.06954102920723226,20357759,-1.0
2091,ARWR,1522818000000,7.11,7.135,6.311,6.6,1389801,0.41999999999999993,0.0,0.41999999999999993,53.82935329194396,6.311,8.09,44.91287240022487,-55.08712759977513,0.11155149971126121,0.19616114012327168,-0.02868852459016391,21747560,1.0
2092,ARWR,1522904400000,6.85,7.17,6.8,7.17,1186905,-0.2600000000000007,0.2600000000000007,0.0,46.44180237833267,6.311,8.09,30.29792017987632,-69.70207982012369,0.09254203371789327,0.1754373181270432,-0.00868306801736618,20560655,-1.0
2093,ARWR,1522990800000,6.37,6.9313,6.26,6.77,1487798,-0.47999999999999954,0.47999999999999954,0.0,35.936044393265476,6.26,8.09,6.010928961748651,-93.98907103825135,0.038391358810008214,0.14802812550695102,-0.05629629629629629,19072857,-1.0
2094,ARWR,1523250000000,6.38,6.61,6.37,6.43,1272080,0.009999999999999787,0.0,0.009999999999999787,36.28252866692638,6.26,8.09,6.557377049180333,-93.44262295081967,-0.003674825938023929,0.11768753454786622,-0.08069164265129691,20344937,1.0
2095,ARWR,1523336400000,6.76,6.8,6.43,6.49,1342153,0.3799999999999999,0.0,0.3799999999999999,48.49607097621224,6.26,8.09,27.322404371584696,-72.6775956284153,-0.006336201413763121,0.0928827869172784,-0.02170767004341534,21687090,1.0
2096,ARWR,1523422800000,7.23,7.3,6.86,7.01,1524308,0.47000000000000064,0.0,0.47000000000000064,59.55894073398663,6.26,8.09,53.00546448087435,-46.994535519125655,0.029075490431695883,0.08012132743978151,0.0758928571428572,23211398,1.0
2097,ARWR,1523509200000,7.25,7.415,7.08,7.3,983761,0.019999999999999574,0.0,0.019999999999999574,59.981000265447946,6.26,8.09,54.09836065573771,-45.901639344262286,0.05808039092417783,0.07571314008681378,0.00554785020804438,24195159,1.0
2098,ARWR,1523595600000,7.22,7.27,6.9872,7.27,746495,-0.03000000000000025,0.03000000000000025,0.0,58.9167852129106,6.26,8.09,52.45901639344262,-47.54098360655738,0.07775308614012744,0.07612112930116728,0.05247813411078717,23448664,-1.0
2099,ARWR,1523854800000,6.84,7.23,6.815,7.23,895612,-0.3799999999999999,0.3799999999999999,0.0,46.78482557502813,6.26,8.09,31.693989071038253,-68.30601092896174,0.06201006009086285,0.07329891543868203,0.022421524663676973,22553052,-1.0
2100,ARWR,1523941200000,6.85,6.97,6.77,6.85,860709,0.009999999999999787,0.0,0.009999999999999787,47.11548790928334,6.26,7.415,51.08225108225106,-48.917748917748945,0.04976582865671997,0.06859229805504016,-0.0365682137834038,23413761,1.0
2101,ARWR,1524027600000,7.01,7.0675,6.745,6.88,715595,0.16000000000000014,0.0,0.16000000000000014,52.5577831801068,6.26,7.415,64.93506493506493,-35.06493506493508,0.05235338073133722,0.06534451457525688,0.023357664233576658,24129356,1.0
2102,ARWR,1524114000000,6.95,7.0892,6.85,6.98,659602,-0.05999999999999961,0.05999999999999961,0.0,50.317258441289354,6.26,7.415,59.74025974025976,-40.25974025974024,0.049003076052442474,0.062076226858583855,0.09105180533751955,23469754,-1.0
2103,ARWR,1524200400000,6.97,7.029,6.8744,6.91,672716,0.019999999999999574,0.0,0.019999999999999574,51.11871860139947,6.26,7.415,61.47186147186146,-38.52813852813854,0.04741343908872864,0.0591436692959199,0.09247648902821304,24142470,1.0
2104,ARWR,1524459600000,6.85,7.04,6.735,7.0,940071,-0.1200000000000001,0.1200000000000001,0.0,45.983301823050724,6.26,7.415,51.08225108225106,-48.917748917748945,0.0360643784235295,0.054527811110495684,0.013313609467455523,23202399,-1.0
2105,ARWR,1524546000000,6.52,6.89,6.47,6.89,1012414,-0.33000000000000007,0.33000000000000007,0.0,34.8683470979183,6.26,7.415,22.510822510822486,-77.48917748917751,0.00046093234019295437,0.043714435335920676,-0.09820193637621033,22189985,-1.0
2106,ARWR,1524632400000,6.61,6.7,6.33,6.51,616567,0.09000000000000075,0.0,0.09000000000000075,39.47237212486361,6.26,7.415,30.303030303030344,-69.69696969696966,-0.020265024060468484,0.030918543437222393,-0.08827586206896543,22806552,1.0
2107,ARWR,1524718800000,6.74,6.76,6.55,6.6,516593,0.1299999999999999,0.0,0.1299999999999999,45.85175555979291,6.33,7.415,37.78801843317974,-62.21198156682026,-0.02590990807469229,0.019552853121039604,-0.06648199445983372,23323145,1.0
2108,ARWR,1524805200000,6.66,6.86,6.55,6.77,553475,-0.08000000000000007,0.08000000000000007,0.0,42.65924215285408,6.33,7.415,30.414746543778808,-69.58525345622118,-0.036414339963751985,0.008359414493208714,-0.02631578947368418,22769670,-1.0
2109,ARWR,1525064400000,6.42,6.7694,6.41,6.74,656439,-0.2400000000000002,0.2400000000000002,0.0,34.37444902516688,6.33,7.415,8.294930875576025,-91.70506912442397,-0.06336168334502901,-0.005984805085585255,-0.06277372262773717,22113231,-1.0
2110,ARWR,1525150800000,6.43,6.4879999999999995,6.3066,6.45,992286,0.009999999999999787,0.0,0.009999999999999787,34.98152351912026,6.3066,7.415,11.133164922410623,-88.86683507758939,-0.08295473401157771,-0.021378790880353476,-0.08273894436519258,23105517,1.0
2111,ARWR,1525237200000,7.14,7.23,6.31,6.41,2109651,0.71,0.0,0.71,63.01220738031956,6.3066,7.27,86.50612414365789,-13.493875856342122,-0.040754216826560885,-0.02525387607152213,0.027338129496402797,25215168,1.0
2112,ARWR,1525323600000,7.38,7.46,7.0063,7.13,1539824,0.2400000000000002,0.0,0.2400000000000002,68.33644445241717,6.3066,7.46,93.06398474076643,-6.936015259233579,0.011908228539649457,-0.01782145514633076,0.05882352941176472,26754992,1.0
2113,ARWR,1525410000000,7.17,7.4,7.09,7.36,999414,-0.20999999999999996,0.20999999999999996,0.0,59.665294103326964,6.3066,7.46,74.8569446852783,-25.143055314721707,0.036288109949900615,-0.006999542123640014,0.046715328467153316,25755578,-1.0
2114,ARWR,1525669200000,7.77,7.78,7.17,7.17,1116180,0.5999999999999996,0.0,0.5999999999999996,71.5615466143304,6.3066,7.78,99.32129767883802,-0.6787023211619843,0.10281689519461867,0.014963745345604223,0.19171779141104306,26871758,1.0
2115,ARWR,1525755600000,7.75,7.82,7.58,7.77,757527,-0.019999999999999574,0.019999999999999574,0.0,70.75887327125147,6.3066,7.82,95.3746530989824,-4.625346901017595,0.15217374907859238,0.04240574609779188,0.172465960665658,26114231,-1.0
2116,ARWR,1525842000000,9.0,9.6,8.11,8.42,5661435,1.25,0.0,1.25,83.83472759628629,6.3066,9.6,81.78174530879943,-18.218254691200578,0.2887852856203681,0.09168165401033726,0.33531157270029666,31775666,1.0
2117,ARWR,1525928400000,9.12,9.49,8.83,8.98,2812317,0.11999999999999922,0.0,0.11999999999999922,84.59765289554404,6.3066,9.6,85.42539624703952,-14.574603752960483,0.4020946009468336,0.15376424340573022,0.36936936936936915,34587983,1.0
2118,ARWR,1526014800000,9.88,9.89,8.92,9.15,2691003,0.7600000000000016,0.0,0.7600000000000016,88.5474949823204,6.3066,9.89,99.72093542445722,-0.27906457554277464,0.5468932541529652,0.23239004556337753,0.5389408099688475,37278986,1.0
2119,ARWR,1526274000000,9.42,10.1,8.87,9.98,3072800,-0.46000000000000085,0.46000000000000085,0.0,75.09780651430458,6.3066,10.1,82.07412874993409,-17.9258712500659,0.6174225471111363,0.3093965458793545,0.46500777604976684,34206186,-1.0
2120,ARWR,1526360400000,9.6,9.75,9.16,9.38,1285700,0.17999999999999972,0.0,0.17999999999999972,76.69599876432291,6.3066,10.1,86.81921231612802,-13.180787683871992,0.6799986980789638,0.3835169763242239,0.34453781512605053,35491886,1.0
2121,ARWR,1526446800000,9.51,9.62,9.35,9.56,1280236,-0.08999999999999986,0.08999999999999986,0.0,73.95762768029006,6.3066,10.1,84.44667053303105,-15.553329466968947,0.7140982411552512,0.4496332292939599,0.28861788617886175,34211650,-1.0
2122,ARWR,1526533200000,9.53,9.82,9.44,9.49,971514,0.019999999999999574,0.0,0.019999999999999574,74.19388087154731,6.3066,10.1,84.97390204038592,-15.026097959614077,0.734271172019838,0.5065608178415675,0.32914923291492326,35183164,1.0
2123,ARWR,1526619600000,10.0,10.38,9.52,9.66,2105066,0.47000000000000064,0.0,0.47000000000000064,79.2886199498755,6.3066,10.38,90.67118377767956,-9.32881622232044,0.7791923801961627,0.56108713031435,0.287001287001287,37288230,1.0
2124,ARWR,1526878800000,9.77,10.35,9.63,10.17,1333887,-0.23000000000000043,0.23000000000000043,0.0,71.33640100168016,6.31,10.38,85.01228501228498,-14.987714987715012,0.7871632678684257,0.6063023578264014,0.26064516129032245,35954343,-1.0
2125,ARWR,1526965200000,9.74,10.01,9.58,9.75,1198907,-0.02999999999999936,0.02999999999999936,0.0,70.27562541790911,7.0063,10.38,81.02972997006252,-18.97027002993747,0.782044747730982,0.6414508358080864,0.0822222222222222,34755436,-1.0
2126,ARWR,1527051600000,9.77,9.94,9.65,9.7,744585,0.02999999999999936,0.0,0.02999999999999936,70.77702577815926,7.09,10.38,81.45896656534951,-18.541033434650487,0.7715147960398063,0.6674636278548854,0.07127192982456143,35500021,1.0
2127,ARWR,1527138000000,9.77,9.83,9.56,9.79,741544,0.0,0.0,0.0,70.77702577815926,7.17,10.38,80.99688473520246,-19.00311526479754,0.7544724204314477,0.6848653863704415,-0.011133603238866474,35500021,0.0
2128,ARWR,1527224400000,10.05,10.18,9.78,9.81,1437711,0.28000000000000114,0.0,0.28000000000000114,75.84092263033406,7.58,10.38,88.21428571428571,-11.785714285714285,0.7548546803147609,0.6988632451594621,0.06687898089171984,36937732,1.0
2129,ARWR,1527570000000,10.3,10.33,9.96,10.0,1198296,0.25,0.0,0.25,79.50051898359652,8.11,10.38,96.47577092511013,-3.524229074889869,0.7664917907143423,0.7123889542705594,0.07291666666666674,38136028,1.0
2130,ARWR,1527656400000,10.89,11.0,10.4,10.4,2797082,0.5899999999999999,0.0,0.5899999999999999,85.4869837692599,8.83,11.0,94.93087557603688,-5.069124423963108,0.8139332940264623,0.7326978222218855,0.1451104100946372,40933110,1.0
2131,ARWR,1527742800000,10.72,11.57,10.5302,11.0,3022342,-0.16999999999999993,0.16999999999999993,0.0,77.92161142245052,8.87,11.57,68.51851851851855,-31.481481481481456,0.8282671414350098,0.75181168606462,0.12486883525708303,37910768,-1.0
2132,ARWR,1527829200000,10.91,11.0,10.6201,10.76,1196291,0.1899999999999995,0.0,0.1899999999999995,80.18321320007044,8.87,11.57,75.55555555555557,-24.44444444444444,0.8452131956493645,0.7704919879816545,0.09099999999999997,39107059,1.0
2133,ARWR,1528088400000,10.79,11.14,10.23,10.99,1551918,-0.120000000000001,0.120000000000001,0.0,74.61339383666902,9.16,11.57,67.63485477178419,-32.365145228215816,0.8392861371444962,0.7842508178142734,0.10440122824974418,37555141,-1.0
2134,ARWR,1528174800000,10.61,10.95,10.47,10.76,1601233,-0.17999999999999972,0.17999999999999972,0.0,66.60568753322619,9.35,11.57,56.75675675675673,-43.24324324324327,0.810720199614158,0.7895446941742659,0.08932238193018471,35953908,-1.0
2135,ARWR,1528261200000,10.69,10.7,10.49,10.58,1184524,0.08000000000000007,0.0,0.08000000000000007,68.34774085134373,9.44,11.57,58.68544600938965,-41.31455399061035,0.7854815811465095,0.7887320715687126,0.09416581371545552,37138432,1.0
2136,ARWR,1528347600000,10.37,10.775,9.67,10.75,1718534,-0.3200000000000003,0.3200000000000003,0.0,55.08507618373535,9.52,11.57,41.46341463414631,-58.53658536585369,0.7312313522246363,0.7772319276998758,0.06141248720573178,35419898,-1.0
2137,ARWR,1528434000000,10.31,10.4,10.12,10.32,1149385,-0.05999999999999872,0.05999999999999872,0.0,52.86570554367246,9.56,11.57,37.3134328358209,-62.686567164179095,0.6756084752549754,0.7569072372108651,0.025870646766169125,34270513,-1.0
2138,ARWR,1528693200000,11.11,11.53,10.115,10.27,2185980,0.7999999999999989,0.0,0.7999999999999989,70.90195764782769,9.56,11.57,77.11442786069648,-22.885572139303527,0.6881430824012398,0.7431544062489235,0.07864077669902891,36456493,1.0
